Specialty	Class	Year	No. of Programs	Positions Offered	Unfilled Programs	U.S. Senior Applicants	Total Applicants	U.S. Senior Matches	Total Matches	U.S. Senior % Filled	Total % Filled	U.S. Senior Ranked Positions	Total Ranked Positions	U.S. Senior Match Rate %	Total Match Rate %	U.S. Senior Average Ranked Programs	Total Average Ranked Programs	Change in No. of Programs	Change in Positions Offered	Change in Unfilled Programs	Change in U.S. Senior Applicants	Change in Total Applicants	Change in U.S. Senior Matches	Change in Total Matches	Change in U.S. Senior % Filled	Change in Total % Filled	Change in U.S. Senior Ranked Positions	Change in Total Ranked Positions	Change in U.S. Senior Match Rate %	Change in Total Match Rate %	Change in U.S. Senior Average Ranked Programs	Change in Total Average Ranked Programs	% Change in No. of Programs	% Change in Positions Offered	% Change in Unfilled Programs	% Change in U.S. Senior Applicants	% Change in Total Applicants	% Change in U.S. Senior Matches	% Change in Total Matches	% Change in U.S. Senior % Filled	% Change in Total % Filled	% Change in U.S. Senior Ranked Positions	% Change in Total Ranked Positions	% Change in U.S. Senior Match Rate %	% Change in Total Match Rate %	% Change in U.S. Senior Average Ranked Programs	% Change in Total Average Ranked Programs	PGY1	PGY2	Total	Predominance	Margin	% Predominance	Exclusivity	Category
Dermatology	PGY2	2016	113	399	9	474	619	341	389	85.5	97.5	3528	3963	71.9	62.8	7.4	6.4	-3	14	5	-11	-25	5	8	-1.7999999999999972	-1.5	-40	-110	2.6000000000000085	3.5999999999999943	0	0.10000000000000053	-2.6	3.6	125	-2.3	-3.9	1.5	2.1	-2.1	-1.5	-1.1	-2.7	3.8	6.1	0	1.6	21	399	420	PGY2	378	95	Predominant	PGY2 Predominant
Dermatology	PGY2	2017	121	423	7	479	651	346	415	81.8	98.1	3606	4115	72.2	63.7	7.5	6.3	8	24	-2	5	32	5	26	-3.700000000000003	0.5999999999999943	78	152	0.29999999999999716	0.9000000000000057	0.09999999999999964	-0.10000000000000053	7.1	6	-22.2	1.1	5.2	1.5	6.7	-4.3	0.6	2.2	3.8	0.4	1.4	1.4	-1.6	26	423	449	PGY2	397	94.2	Predominant	PGY2 Predominant
Dermatology	PGY2	2018	122	426	4	463	651	348	420	81.7	98.6	3643	4334	75.2	64.5	7.9	6.7	1	3	-3	-16	0	2	5	-0.09999999999999432	0.5	37	219	3	0.7999999999999972	0.40000000000000036	0.40000000000000036	0.8	0.7	-42.9	-3.3	0	0.6	1.2	-0.1	0.5	1	5.3	4.2	1.3	5.3	6.3	25	426	451	PGY2	401	94.5	Predominant	PGY2 Predominant
Dermatology	PGY2	2019	128	447	2	488	701	370	444	82.8	99.3	3903	4587	75.8	63.3	8	6.5	6	21	-2	25	50	22	24	1.0999999999999943	0.7000000000000028	260	253	0.5999999999999943	-1.2000000000000028	0.09999999999999964	-0.20000000000000018	4.9	4.9	-50	5.4	7.7	6.3	5.7	1.3	0.7	7.1	5.8	0.8	-1.9	1.3	-3	30	447	477	PGY2	417	93.7	Predominant	PGY2 Predominant
Dermatology	PGY2	2020	137	478	6	471	699	368	469	77	98.1	3979	4879	78.1	67.1	8.4	7	9	31	4	-17	-2	-2	25	-5.799999999999997	-1.2000000000000028	76	292	2.299999999999997	3.799999999999997	0.40000000000000036	0.5	7	6.9	200	-3.5	-0.3	-0.5	5.6	-7	-1.2	1.9	6.4	3	6	5	7.7	31	478	509	PGY2	447	93.9	Predominant	PGY2 Predominant
Dermatology	PGY2	2021	138	477	5	517	734	382	471	80.1	98.7	4290	5188	73.9	64.2	8.3	7.1	1	-1	-1	46	35	14	2	3.0999999999999943	0.6000000000000085	311	309	-4.199999999999989	-2.8999999999999915	-0.09999999999999964	0.09999999999999964	0.7	-0.2	-16.7	9.8	5	3.8	0.4	4	0.6	7.8	6.3	-5.4	-4.3	-1.2	1.4	30	477	507	PGY2	447	94.1	Predominant	PGY2 Predominant
Dermatology	PGY2	2022	138	492	2	613	851	408	489	82.9	99.4	4562	5439	66.6	57.5	7.4	6.4	0	15	-3	96	117	26	18	2.8000000000000114	0.7000000000000028	272	251	-7.300000000000011	-6.700000000000003	-0.9000000000000004	-0.6999999999999993	0	3.1	-60	18.6	15.9	6.8	3.8	3.5	0.7	6.3	4.8	-9.9	-10.4	-10.8	-9.9	30	492	522	PGY2	462	94.3	Predominant	PGY2 Predominant
Emergency Med-Anesthesiology	PGY1	2018	1	2	0	3	3	2	2	100	100	3	3	66.7	66.7	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	2	PGY1	2	100	Exclusive	PGY1 Exclusive
Emergency Med-Anesthesiology	PGY1	2019	1	1	0	2	8	0	1	0	100	2	8	0	12.5	1	1	0	-1	0	-1	5	-2	-1	-100	0	-1	5	-66.7	-54.2	0	0	0	-50	NA	-33.3	166.7	-100	-50	-100	0	-33.3	166.7	-100	-81.3	0	0	1	0	1	PGY1	1	100	Exclusive	PGY1 Exclusive
Emergency Med-Anesthesiology	PGY1	2020	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	-1	0	-1	-7	0	-1	0	-100	-1	-7	0	-12.5	0	0	0	-100	NA	-50	-87.5	NA	-100	NA	-100	-50	-87.5	NA	-100	0	0	0	0	0	PGY2	0	NA	NA	PGY2 NA
Emergency Med-Anesthesiology	PGY1	2021	1	2	0	4	5	2	2	100	100	4	5	50	40	1	1	0	2	0	3	4	2	2	100	100	3	4	50	40	0	0	0	Inf	NA	300	400	Inf	Inf	Inf	Inf	300	400	Inf	Inf	0	0	2	0	2	PGY1	2	100	Exclusive	PGY1 Exclusive
Emergency Med-Anesthesiology	PGY1	2022	1	2	0	3	6	1	2	50	100	3	6	33.3	33.3	1	1	0	0	0	-1	1	-1	0	-50	0	-1	1	-16.700000000000003	-6.700000000000003	0	0	0	0	NA	-25	20	-50	0	-50	0	-25	20	-33.4	-16.8	0	0	2	0	2	PGY1	2	100	Exclusive	PGY1 Exclusive
Emergency Med-Family Med	PGY1	2012	2	4	0	12	28	2	4	50	100	15	32	16.7	14.3	1.2	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Emergency Med-Family Med	PGY1	2013	2	4	0	17	29	3	4	75	100	18	34	17.6	13.8	1.1	1.2	0	0	0	5	1	1	0	25	0	3	2	0.9000000000000021	-0.5	-0.09999999999999987	0.09999999999999987	0	0	NA	41.7	3.6	50	0	50	0	20	6.2	5.4	-3.5	-8.3	9.1	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Emergency Med-Family Med	PGY1	2014	2	4	0	19	32	4	4	100	100	23	40	21.1	12.5	1.2	1.2	0	0	0	2	3	1	0	25	0	5	6	3.5	-1.3000000000000007	0.09999999999999987	0	0	0	NA	11.8	10.3	33.3	0	33.3	0	27.8	17.6	19.9	-9.4	9.1	0	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Emergency Med-Family Med	PGY1	2015	2	4	0	16	34	1	4	25	100	19	37	6.2	11.8	1.2	1.1	0	0	0	-3	2	-3	0	-75	0	-4	-3	-14.900000000000002	-0.6999999999999993	0	-0.09999999999999987	0	0	NA	-15.8	6.2	-75	0	-75	0	-17.4	-7.5	-70.6	-5.6	0	-8.3	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Emergency Med-Family Med	PGY1	2016	2	4	0	15	35	2	4	50	100	18	39	13.3	11.4	1.2	1.1	0	0	0	-1	1	1	0	25	0	-1	2	7.1000000000000005	-0.40000000000000036	0	0	0	0	NA	-6.2	2.9	100	0	100	0	-5.3	5.4	114.5	-3.4	0	0	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Emergency Med-Family Med	PGY1	2017	2	4	0	20	28	2	4	50	100	25	34	10	14.3	1.2	1.2	0	0	0	5	-7	0	0	0	0	7	-5	-3.3000000000000007	2.9000000000000004	0	0.09999999999999987	0	0	NA	33.3	-20	0	0	0	0	38.9	-12.8	-24.8	25.4	0	9.1	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Emergency Med-Family Med	PGY1	2018	2	4	0	15	27	3	4	75	100	18	31	20	14.8	1.2	1.1	0	0	0	-5	-1	1	0	25	0	-7	-3	10	0.5	0	-0.09999999999999987	0	0	NA	-25	-3.6	50	0	50	0	-28	-8.8	100	3.5	0	-8.3	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Emergency Med-Family Med	PGY1	2019	2	4	0	21	38	1	4	25	100	25	43	4.8	10.5	1.2	1.1	0	0	0	6	11	-2	0	-50	0	7	12	-15.2	-4.300000000000001	0	0	0	0	NA	40	40.7	-66.7	0	-66.7	0	38.9	38.7	-76	-29.1	0	0	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Emergency Med-Family Med	PGY1	2020	3	6	0	15	39	2	6	33.3	100	23	53	13.3	15.4	1.5	1.4	1	2	0	-6	1	1	2	8.299999999999997	0	-2	10	8.5	4.9	0.30000000000000004	0.2999999999999998	50	50	NA	-28.6	2.6	100	50	33.2	0	-8	23.3	177.1	46.7	25	27.3	6	0	6	PGY1	6	100	Exclusive	PGY1 Exclusive
Emergency Med-Family Med	PGY1	2021	3	7	0	17	34	5	7	71.4	100	25	53	29.4	20.6	1.5	1.6	0	1	0	2	-5	3	1	38.10000000000001	0	2	0	16.099999999999998	5.200000000000001	0	0.20000000000000018	0	16.7	NA	13.3	-12.8	150	16.7	114.4	0	8.7	0	121.1	33.8	0	14.3	7	0	7	PGY1	7	100	Exclusive	PGY1 Exclusive
Emergency Med-Family Med	PGY1	2022	3	7	0	17	38	4	7	57.1	100	23	52	23.5	18.4	1.4	1.4	0	0	0	0	4	-1	0	-14.300000000000004	0	-2	-1	-5.899999999999999	-2.200000000000003	-0.10000000000000009	-0.20000000000000018	0	0	NA	0	11.8	-20	0	-20	0	-8	-1.9	-20.1	-10.7	-6.7	-12.5	7	0	7	PGY1	7	100	Exclusive	PGY1 Exclusive
Emergency Medicine	PGY1	2012	153	1668	0	1498	2238	1335	1668	80	100	16072	19374	89.1	74.5	10.7	8.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1668	0	1668	PGY1	1668	100	Exclusive	PGY1 Exclusive
Emergency Medicine	PGY1	2013	165	1744	3	1640	2430	1428	1741	81.9	99.8	17679	21184	87.1	71.6	10.8	8.7	12	76	3	142	192	93	73	1.9000000000000057	-0.20000000000000284	1607	1810	-2	-2.9000000000000057	0.10000000000000142	0	7.8	4.6	Inf	9.5	8.6	7	4.4	2.4	-0.2	10	9.3	-2.2	-3.9	0.9	0	1744	0	1744	PGY1	1744	100	Exclusive	PGY1 Exclusive
Emergency Medicine	PGY1	2014	170	1786	6	1566	2322	1388	1772	77.7	99.2	17565	21236	88.6	76.3	11.2	9.1	5	42	3	-74	-108	-40	31	-4.200000000000003	-0.5999999999999943	-114	52	1.5	4.700000000000003	0.3999999999999986	0.40000000000000036	3	2.4	100	-4.5	-4.4	-2.8	1.8	-5.1	-0.6	-0.6	0.2	1.7	6.6	3.7	4.6	1786	0	1786	PGY1	1786	100	Exclusive	PGY1 Exclusive
Emergency Medicine	PGY1	2015	171	1821	4	1613	2352	1438	1813	79	99.6	18962	22810	89.2	77.1	11.8	9.7	1	35	-2	47	30	50	41	1.2999999999999972	0.3999999999999915	1397	1574	0.6000000000000085	0.7999999999999972	0.6000000000000014	0.5999999999999996	0.6	2	-33.3	3	1.3	3.6	2.3	1.7	0.4	8	7.4	0.7	1	5.4	6.6	1821	0	1821	PGY1	1821	100	Exclusive	PGY1 Exclusive
Emergency Medicine	PGY1	2016	174	1895	1	1693	2476	1486	1894	78.4	99.9	19695	24134	87.8	76.5	11.6	9.7	3	74	-3	80	124	48	81	-0.5999999999999943	0.30000000000001137	733	1324	-1.4000000000000057	-0.5999999999999943	-0.20000000000000107	0	1.8	4.1	-75	5	5.3	3.3	4.5	-0.8	0.3	3.9	5.8	-1.6	-0.8	-1.7	0	1895	0	1895	PGY1	1895	100	Exclusive	PGY1 Exclusive
Emergency Medicine	PGY1	2017	191	2047	4	1845	2703	1601	2041	78.2	99.7	21375	26345	86.8	75.5	11.6	9.7	17	152	3	152	227	115	147	-0.20000000000000284	-0.20000000000000284	1680	2211	-1	-1	0	0	9.8	8	300	9	9.2	7.7	7.8	-0.3	-0.2	8.5	9.2	-1.1	-1.3	0	0	2047	0	2047	PGY1	2047	100	Exclusive	PGY1 Exclusive
Emergency Medicine	PGY1	2018	220	2278	10	1838	2901	1606	2265	70.5	99.4	21931	28675	87.4	78.1	11.9	9.9	29	231	6	-7	198	5	224	-7.700000000000003	-0.29999999999999716	556	2330	0.6000000000000085	2.5999999999999943	0.3000000000000007	0.20000000000000107	15.2	11.3	150	-0.4	7.3	0.3	11	-9.8	-0.3	2.6	8.8	0.7	3.4	2.6	2.1	2278	0	2278	PGY1	2278	100	Exclusive	PGY1 Exclusive
Emergency Medicine	PGY1	2019	238	2488	15	1823	3048	1617	2458	65	98.8	22443	31280	88.7	80.6	12.3	10.3	18	210	5	-15	147	11	193	-5.5	-0.6000000000000085	512	2605	1.2999999999999972	2.5	0.40000000000000036	0.40000000000000036	8.2	9.2	50	-0.8	5.1	0.7	8.5	-7.8	-0.6	2.3	9.1	1.5	3.2	3.4	4	2488	0	2488	PGY1	2488	100	Exclusive	PGY1 Exclusive
Emergency Medicine	PGY1	2020	256	2665	7	1935	3323	1713	2652	64.3	99.5	23489	33785	88.5	79.8	12.1	10.2	18	177	-8	112	275	96	194	-0.7000000000000028	0.7000000000000028	1046	2505	-0.20000000000000284	-0.7999999999999972	-0.20000000000000107	-0.10000000000000142	7.6	7.1	-53.3	6.1	9	5.9	7.9	-1.1	0.7	4.7	8	-0.2	-1	-1.6	-1	2665	0	2665	PGY1	2665	100	Exclusive	PGY1 Exclusive
Emergency Medicine	PGY1	2021	273	2840	9	2081	3734	1765	2826	62.1	99.5	26746	41202	84.8	75.7	12.9	11	17	175	2	146	411	52	174	-2.1999999999999957	0	3257	7417	-3.700000000000003	-4.099999999999994	0.8000000000000007	0.8000000000000007	6.6	6.6	28.6	7.5	12.4	3	6.6	-3.4	0	13.9	22	-4.2	-5.1	6.6	7.8	2840	0	2840	PGY1	2840	100	Exclusive	PGY1 Exclusive
Emergency Medicine	PGY1	2022	277	2921	69	1695	3081	1593	2702	54.5	92.5	24562	38174	94	87.7	14.5	12.4	4	81	60	-386	-653	-172	-124	-7.600000000000001	-7	-2184	-3028	9.200000000000003	12	1.5999999999999996	1.4000000000000004	1.5	2.9	666.7	-18.5	-17.5	-9.7	-4.4	-12.2	-7	-8.2	-7.3	10.8	15.9	12.4	12.7	2921	0	2921	PGY1	2921	100	Exclusive	PGY1 Exclusive
Family Med-Preventive Med	PGY1	2012	2	6	1	17	34	1	4	16.7	66.7	19	37	5.9	11.8	1.1	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	6	PGY1	6	100	Exclusive	PGY1 Exclusive
Family Med-Preventive Med	PGY1	2013	2	6	1	14	40	3	5	50	83.3	14	43	21.4	12.5	1	1.1	0	0	0	-3	6	2	1	33.3	16.599999999999994	-5	6	15.499999999999998	0.6999999999999993	-0.10000000000000009	0	0	0	0	-17.6	17.6	200	25	199.4	24.9	-26.3	16.2	262.7	5.9	-9.1	0	6	0	6	PGY1	6	100	Exclusive	PGY1 Exclusive
Family Med-Preventive Med	PGY1	2014	2	5	0	16	45	3	5	60	100	18	50	18.8	11.1	1.1	1.1	0	-1	-1	2	5	0	0	10	16.700000000000003	4	7	-2.599999999999998	-1.4000000000000004	0.10000000000000009	0	0	-16.7	-100	14.3	12.5	0	0	20	20	28.6	16.3	-12.1	-11.2	10	0	5	0	5	PGY1	5	100	Exclusive	PGY1 Exclusive
Family Med-Preventive Med	PGY1	2015	2	5	0	24	36	5	5	100	100	26	39	20.8	13.9	1.1	1.1	0	0	0	8	-9	2	0	40	0	8	-11	2	2.8000000000000007	0	0	0	0	NA	50	-20	66.7	0	66.7	0	44.4	-22	10.6	25.2	0	0	5	0	5	PGY1	5	100	Exclusive	PGY1 Exclusive
Family Med-Preventive Med	PGY1	2016	3	6	0	17	60	1	6	16.7	100	18	64	5.9	10	1.1	1.1	1	1	0	-7	24	-4	1	-83.3	0	-8	25	-14.9	-3.9000000000000004	0	0	50	20	NA	-29.2	66.7	-80	20	-83.3	0	-30.8	64.1	-71.6	-28.1	0	0	6	0	6	PGY1	6	100	Exclusive	PGY1 Exclusive
Family Med-Preventive Med	PGY1	2017	3	6	0	24	44	5	6	83.3	100	27	47	20.8	13.6	1.1	1.1	0	0	0	7	-16	4	0	66.6	0	9	-17	14.9	3.5999999999999996	0	0	0	0	NA	41.2	-26.7	400	0	398.8	0	50	-26.6	252.5	36	0	0	6	0	6	PGY1	6	100	Exclusive	PGY1 Exclusive
Family Med-Preventive Med	PGY1	2018	3	3	0	20	37	3	3	100	100	23	43	15	8.1	1.1	1.2	0	-3	0	-4	-7	-2	-3	16.700000000000003	0	-4	-4	-5.800000000000001	-5.5	0	0.09999999999999987	0	-50	NA	-16.7	-15.9	-40	-50	20	0	-14.8	-8.5	-27.9	-40.4	0	9.1	3	0	3	PGY1	3	100	Exclusive	PGY1 Exclusive
Family Med-Preventive Med	PGY1	2019	3	4	0	15	40	3	4	75	100	16	42	20	10	1.1	1	0	1	0	-5	3	0	1	-25	0	-7	-1	5	1.9000000000000004	0	-0.19999999999999996	0	33.3	NA	-25	8.1	0	33.3	-25	0	-30.4	-2.3	33.3	23.5	0	-16.7	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Family Med-Preventive Med	PGY1	2020	3	3	1	9	11	2	2	66.7	66.7	10	12	22.2	18.2	1.1	1.1	0	-1	1	-6	-29	-1	-2	-8.299999999999997	-33.3	-6	-30	2.1999999999999993	8.2	0	0.10000000000000009	0	-25	Inf	-40	-72.5	-33.3	-50	-11.1	-33.3	-37.5	-71.4	11	82	0	10	3	0	3	PGY1	3	100	Exclusive	PGY1 Exclusive
Family Med-Preventive Med	PGY1	2021	2	2	0	7	13	1	2	50	100	10	16	14.3	15.4	1.4	1.2	-1	-1	-1	-2	2	-1	0	-16.700000000000003	33.3	0	4	-7.899999999999999	-2.799999999999999	0.2999999999999998	0.09999999999999987	-33.3	-33.3	-100	-22.2	18.2	-50	0	-25	49.9	0	33.3	-35.6	-15.4	27.3	9.1	2	0	2	PGY1	2	100	Exclusive	PGY1 Exclusive
Family Med-Preventive Med	PGY1	2022	2	2	0	9	22	0	2	0	100	9	23	0	9.1	1	1	0	0	0	2	9	-1	0	-50	0	-1	7	-14.3	-6.300000000000001	-0.3999999999999999	-0.19999999999999996	0	0	NA	28.6	69.2	-100	0	-100	0	-10	43.8	-100	-40.9	-28.6	-16.7	2	0	2	PGY1	2	100	Exclusive	PGY1 Exclusive
Family Medicine	PGY1	2012	457	2740	66	1519	5421	1322	2591	48.2	94.6	12589	28213	87	47.8	8.3	5.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2740	0	2740	PGY1	2740	100	Exclusive	PGY1 Exclusive
Family Medicine	PGY1	2013	460	3037	59	1583	5946	1355	2914	44.6	95.9	13749	31900	85.6	49	8.7	5.4	3	297	-7	64	525	33	323	-3.6000000000000014	1.3000000000000114	1160	3687	-1.4000000000000057	1.2000000000000028	0.3999999999999986	0.20000000000000018	0.7	10.8	-10.6	4.2	9.7	2.5	12.5	-7.5	1.4	9.2	13.1	-1.6	2.5	4.8	3.8	3037	0	3037	PGY1	3037	100	Exclusive	PGY1 Exclusive
Family Medicine	PGY1	2014	480	3109	64	1664	5999	1398	2977	45	95.8	15615	34727	84	49.6	9.4	5.8	20	72	5	81	53	43	63	0.3999999999999986	-0.10000000000000853	1866	2827	-1.5999999999999943	0.6000000000000014	0.7000000000000011	0.39999999999999947	4.3	2.4	8.5	5.1	0.9	3.2	2.2	0.9	-0.1	13.6	8.9	-1.9	1.2	8	7.4	3109	0	3109	PGY1	3109	100	Exclusive	PGY1 Exclusive
Family Medicine	PGY1	2015	490	3195	72	1669	6074	1405	3039	44	95.1	16300	36010	84.2	50	9.8	5.9	10	86	8	5	75	7	62	-1	-0.7000000000000028	685	1283	0.20000000000000284	0.3999999999999986	0.40000000000000036	0.10000000000000053	2.1	2.8	12.5	0.3	1.3	0.5	2.1	-2.2	-0.7	4.4	3.7	0.2	0.8	4.3	1.7	3195	0	3195	PGY1	3195	100	Exclusive	PGY1 Exclusive
Family Medicine	PGY1	2016	501	3238	73	1774	6117	1467	3083	45.3	95.2	17381	37164	82.7	50.4	9.8	6.1	11	43	1	105	43	62	44	1.2999999999999972	0.10000000000000853	1081	1154	-1.5	0.3999999999999986	0	0.1999999999999993	2.2	1.3	1.4	6.3	0.7	4.4	1.4	3	0.1	6.6	3.2	-1.8	0.8	0	3.4	3238	0	3238	PGY1	3238	100	Exclusive	PGY1 Exclusive
Family Medicine	PGY1	2017	520	3356	67	1797	6030	1513	3215	45.1	95.8	18321	37806	84.2	53.3	10.2	6.3	19	118	-6	23	-87	46	132	-0.19999999999999574	0.5999999999999943	940	642	1.5	2.8999999999999986	0.3999999999999986	0.20000000000000018	3.8	3.6	-8.2	1.3	-1.4	3.1	4.3	-0.4	0.6	5.4	1.7	1.8	5.8	4.1	3.3	3356	0	3356	PGY1	3356	100	Exclusive	PGY1 Exclusive
Family Medicine	PGY1	2018	557	3629	56	1943	6421	1628	3510	44.9	96.7	20349	40851	83.8	54.7	10.5	6.4	37	273	-11	146	391	115	295	-0.20000000000000284	0.9000000000000057	2028	3045	-0.4000000000000057	1.4000000000000057	0.3000000000000007	0.10000000000000053	7.1	8.1	-16.4	8.1	6.5	7.6	9.2	-0.4	0.9	11.1	8.1	-0.5	2.6	2.9	1.6	3629	0	3629	PGY1	3629	100	Exclusive	PGY1 Exclusive
Family Medicine	PGY1	2019	641	4107	115	1927	6652	1601	3827	39	93.2	20801	45408	83.1	57.5	10.8	6.8	84	478	59	-16	231	-27	317	-5.899999999999999	-3.5	452	4557	-0.7000000000000028	2.799999999999997	0.3000000000000007	0.39999999999999947	15.1	13.2	105.4	-0.8	3.6	-1.7	9	-13.1	-3.6	2.2	11.2	-0.8	5.1	2.9	6.2	4107	0	4107	PGY1	4107	100	Exclusive	PGY1 Exclusive
Family Medicine	PGY1	2020	706	4662	144	1823	7175	1543	4313	33.1	92.5	20091	51983	84.6	60.1	11	7.2	65	555	29	-104	523	-58	486	-5.899999999999999	-0.7000000000000028	-710	6575	1.5	2.6000000000000014	0.1999999999999993	0.40000000000000036	10.1	13.5	25.2	-5.4	7.9	-3.6	12.7	-15.1	-0.8	-3.4	14.5	1.8	4.5	1.9	5.9	4662	0	4662	PGY1	4662	100	Exclusive	PGY1 Exclusive
Family Medicine	PGY1	2021	729	4823	130	1837	7496	1606	4472	33.3	92.7	23779	62366	87.4	59.7	12.9	8.3	23	161	-14	14	321	63	159	0.19999999999999574	0.20000000000000284	3688	10383	2.8000000000000114	-0.3999999999999986	1.9000000000000004	1.1000000000000005	3.3	3.5	-9.7	0.8	4.5	4.1	3.7	0.6	0.2	18.4	20	3.3	-0.7	17.3	15.3	4823	0	4823	PGY1	4823	100	Exclusive	PGY1 Exclusive
Family Medicine	PGY1	2022	745	4916	176	1789	7425	1541	4451	31.3	90.5	22939	63480	86.1	59.9	12.8	8.5	16	93	46	-48	-71	-65	-21	-1.9999999999999964	-2.200000000000003	-840	1114	-1.3000000000000114	0.19999999999999574	-0.09999999999999964	0.1999999999999993	2.2	1.9	35.4	-2.6	-0.9	-4	-0.5	-6	-2.4	-3.5	1.8	-1.5	0.3	-0.8	2.4	4916	0	4916	PGY1	4916	100	Exclusive	PGY1 Exclusive
Family Medicine-ONMM	PGY1	2018	1	4	0	0	10	0	4	0	100	0	10	NA	40	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Family Medicine-ONMM	PGY1	2019	1	1	0	0	8	0	1	0	100	0	8	NA	12.5	NA	1	0	-3	0	0	-2	0	-3	0	0	0	-2	NA	-27.5	NA	0	0	-75	NA	NA	-20	NA	-75	NA	0	NA	-20	NA	-68.8	NA	0	1	0	1	PGY1	1	100	Exclusive	PGY1 Exclusive
Family Medicine-ONMM	PGY1	2020	1	2	0	0	12	0	2	0	100	0	12	NA	16.7	NA	1	0	1	0	0	4	0	1	0	0	0	4	NA	4.199999999999999	NA	0	0	100	NA	NA	50	NA	100	NA	0	NA	50	NA	33.6	NA	0	2	0	2	PGY1	2	100	Exclusive	PGY1 Exclusive
Internal Medicine (Categorical)	PGY1	2012	389	5277	21	3451	9806	2941	5226	55.7	99	31863	58792	85.2	53.3	9.2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5277	0	5277	PGY1	5277	100	Exclusive	PGY1 Exclusive
Internal Medicine (Categorical)	PGY1	2013	393	6277	14	3710	11030	3135	6242	49.9	99.4	34888	69671	84.5	56.6	9.4	6.3	4	1000	-7	259	1224	194	1016	-5.800000000000004	0.4000000000000057	3025	10879	-0.7000000000000028	3.3000000000000043	0.20000000000000107	0.2999999999999998	1	19	-33.3	7.5	12.5	6.6	19.4	-10.4	0.4	9.5	18.5	-0.8	6.2	2.2	5	6277	0	6277	PGY1	6277	100	Exclusive	PGY1 Exclusive
Internal Medicine (Categorical)	PGY1	2014	408	6524	21	3762	11236	3167	6465	48.5	99.1	37674	73525	84.2	57.5	10	6.5	15	247	7	52	206	32	223	-1.3999999999999986	-0.30000000000001137	2786	3854	-0.29999999999999716	0.8999999999999986	0.5999999999999996	0.20000000000000018	3.8	3.9	50	1.4	1.9	1	3.6	-2.8	-0.3	8	5.5	-0.4	1.6	6.4	3.2	6524	0	6524	PGY1	6524	100	Exclusive	PGY1 Exclusive
Internal Medicine (Categorical)	PGY1	2015	429	6770	22	3919	11411	3317	6698	49	98.9	39410	76944	84.6	58.7	10.1	6.7	21	246	1	157	175	150	233	0.5	-0.19999999999998863	1736	3419	0.3999999999999915	1.2000000000000028	0.09999999999999964	0.20000000000000018	5.1	3.8	4.8	4.2	1.6	4.7	3.6	1	-0.2	4.6	4.7	0.5	2.1	1	3.1	6770	0	6770	PGY1	6770	100	Exclusive	PGY1 Exclusive
Internal Medicine (Categorical)	PGY1	2016	444	7024	26	3885	11733	3291	6938	46.9	98.8	40454	80006	84.7	59.1	10.4	6.8	15	254	4	-34	322	-26	240	-2.1000000000000014	-0.10000000000000853	1044	3062	0.10000000000000853	0.3999999999999986	0.3000000000000007	0.09999999999999964	3.5	3.8	18.2	-0.9	2.8	-0.8	3.6	-4.3	-0.1	2.6	4	0.1	0.7	3	1.5	7024	0	7024	PGY1	7024	100	Exclusive	PGY1 Exclusive
